population,term,mean_LZD_before,mean_VAN_before,mean_LZD_after,mean_VAN_after,SMD_before,SMD_after
physical_no_known_vre_shared,mapped_eramapped_late,0.523809523809524,0.640660592255125,0.530125385706045,0.536756913924585,-0.237848664669232,-0.0134983800531577
physical_no_known_vre_shared,any_emar_available_before,0.511904761904762,0.582574031890661,0.51664629880257,0.521408766466612,-0.141890230402401,-0.00956211425800448
physical_no_known_vre_shared,nonscreen_blood72h,0.571428571428571,0.503416856492027,0.573122718507147,0.57042551488052,0.136308878265989,0.00540572754478429
physical_no_known_vre_shared,nonscreen_urine72h,0.321428571428571,0.438211845102506,0.331188370825122,0.334769451358915,-0.241680002058254,-0.00741095469882267
physical_no_known_vre_shared,known_named_nonscreen7d,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
physical_no_known_vre_shared,known_enterococcus7d,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
physical_no_known_vre_shared,observed_creatinine_aki,0.285714285714286,0.205865603644647,0.279840829044319,0.283577657017112,0.185626362902004,-0.00868710374925375
physical_no_known_vre_shared,ufh_active_available7d,0.214285714285714,0.301822323462415,0.214385236450219,0.224037631720881,-0.200511281324876,-0.0221097682647017
physical_no_known_vre_shared,lmwh_available7d,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
physical_no_known_vre_shared,marrowdrug_available7d,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
physical_no_known_vre_shared,beta_lactam_available24h,0.535714285714286,0.42369020501139,0.533346457005322,0.527756372035608,0.224957130280758,0.011225528162536
routine_bacterial_culture72h_shared,icu_unitCardiac Vascular Intensive Care Unit (CVICU),Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_bacterial_culture72h_shared,icu_unitCoronary Care Unit (CCU),Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_bacterial_culture72h_shared,icu_unitMedical Intensive Care Unit (MICU),Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_bacterial_culture72h_shared,icu_unitMedical/Surgical Intensive Care Unit (MICU/SICU),Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_bacterial_culture72h_shared,icu_unitSurgical Intensive Care Unit (SICU),Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_bacterial_culture72h_shared,icu_unitTrauma SICU (TSICU),Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_bacterial_culture72h_shared,age,58.6615384615385,62.6210443037975,58.8153722917,59.0466945724077,-0.27845182866621,-0.0162677148715965
routine_bacterial_culture72h_shared,genderM,0.507692307692308,0.618275316455696,0.514303369439129,0.518785740323008,-0.223422700996515,-0.00905621415932957
routine_bacterial_culture72h_shared,known_platelets,56.9384615384615,64.2163765822785,57.0233823329889,57.5814007633151,-0.287276783099642,-0.0220263274041103
routine_bacterial_culture72h_shared,log_creatinine,0.656808099304484,0.353204150890602,0.637442320299366,0.630650389352473,0.39955487992478,0.00893845145335167
routine_bacterial_culture72h_shared,creatinine_missing,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_bacterial_culture72h_shared,rrt_documented_prior24h,0.153846153846154,0.0822784810126582,0.143274212908855,0.145913770703155,0.222055338380137,-0.00818984153013715
routine_bacterial_culture72h_shared,invasive_vent_documented_prior24h,0.538461538461538,0.563291139240506,0.544366874501006,0.545779875523128,-0.0497340866387337,-0.00283026359869482
routine_bacterial_culture72h_shared,pressors_documented_prior6h,0.353846153846154,0.362341772151899,0.360808307017471,0.364779774117628,-0.0176503740842541,-0.00825106277828747
routine_bacterial_culture72h_shared,platelet_change_filled,-12.4615384615385,-14.967167721519,-12.3758567431547,-13.3132952705581,0.0996020374323505,0.0372644065058899
routine_bacterial_culture72h_shared,trend_missing,0.430769230769231,0.404272151898734,0.429041929365161,0.41788945704583,0.0535338250642909,0.0225320875971038
routine_bacterial_culture72h_shared,prior_recorded_marrow,0.276923076923077,0.114715189873418,0.268283261053394,0.26099757086672,0.415398266291499,0.0186579279671819
routine_bacterial_culture72h_shared,log1p_admission_days,1.34410496134054,1.15174579544676,1.32202152874885,1.32901532001522,0.194192003333219,-0.00706042953867247
routine_bacterial_culture72h_shared,respiratory72h,0.338461538461539,0.226661392405063,0.330559096359846,0.325684015780782,0.249134931535014,0.0108636071519921
routine_bacterial_culture72h_shared,log_inr,0.510278177793956,0.498335700770112,0.513017473773645,0.513757758364293,0.0339325980329813,-0.00210339776198122
routine_bacterial_culture72h_shared,inr_missing,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_bacterial_culture72h_shared,log1p_bilirubin,1.3462377300057,1.27992900507794,1.35625575437512,1.35210978029467,0.0800580469202119,0.00500565480372227
routine_bacterial_culture72h_shared,bilirubin_missing,0.169230769230769,0.279272151898734,0.169847969930973,0.184245831343857,-0.265276533759071,-0.0347088947498775
routine_bacterial_culture72h_shared,mapped_eraboundary_uncertain,0.184615384615385,0.0755537974683544,0.176595921634337,0.172342430609741,0.326791289503767,0.0127451273466844
routine_bacterial_culture72h_shared,mapped_eramapped_late,0.476923076923077,0.619857594936709,0.486822224399177,0.499838707438606,-0.289039029168388,-0.0263216448565961
routine_bacterial_culture72h_shared,any_emar_available_before,0.476923076923077,0.560917721518987,0.485055264921976,0.495268909491108,-0.168030986410006,-0.0204323594682625
routine_bacterial_culture72h_shared,nonscreen_blood72h,0.738461538461539,0.699367088607595,0.741897198803905,0.738465967245302,0.0867172048645031,0.00761097319738679
routine_bacterial_culture72h_shared,nonscreen_urine72h,0.415384615384615,0.60878164556962,0.430747644754276,0.43582442529324,-0.392772215618532,-0.0103104910069731
routine_bacterial_culture72h_shared,known_named_nonscreen7d,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_bacterial_culture72h_shared,known_enterococcus7d,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_bacterial_culture72h_shared,observed_creatinine_aki,0.338461538461539,0.24129746835443,0.333923667066168,0.336592526182173,0.214455921418858,-0.00589057910222415
routine_bacterial_culture72h_shared,ufh_active_available7d,0.184615384615385,0.310126582278481,0.187160663344039,0.202618274802843,-0.293030845584182,-0.0360888672948796
routine_bacterial_culture72h_shared,lmwh_available7d,0,0.0142405063291139,0,0.00780033810302369,-0.169944187546841,-0.0930881311993004
routine_bacterial_culture72h_shared,marrowdrug_available7d,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_bacterial_culture72h_shared,beta_lactam_available24h,0.553846153846154,0.470727848101266,0.555653348473507,0.546228574803181,0.166202830533931,0.0188457169225471
routine_culture_no_recorded_lmwh_shared,icu_unitCardiac Vascular Intensive Care Unit (CVICU),Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_culture_no_recorded_lmwh_shared,icu_unitCoronary Care Unit (CCU),Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_culture_no_recorded_lmwh_shared,icu_unitMedical Intensive Care Unit (MICU),Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_culture_no_recorded_lmwh_shared,icu_unitMedical/Surgical Intensive Care Unit (MICU/SICU),Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_culture_no_recorded_lmwh_shared,icu_unitSurgical Intensive Care Unit (SICU),Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_culture_no_recorded_lmwh_shared,icu_unitTrauma SICU (TSICU),Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_culture_no_recorded_lmwh_shared,age,58.6615384615385,62.6055377207063,58.8158691300266,59.0358241433212,-0.277259148618039,-0.0154626143954217
routine_culture_no_recorded_lmwh_shared,genderM,0.507692307692308,0.619983948635634,0.514282525382683,0.518966511310164,-0.226968872015777,-0.00946748122627054
routine_culture_no_recorded_lmwh_shared,known_platelets,56.9384615384615,64.1565008025682,57.0245742767994,57.5517867541883,-0.284624252831013,-0.0207892270974756
routine_culture_no_recorded_lmwh_shared,log_creatinine,0.656808099304484,0.357897422583571,0.637443107124198,0.634676863140333,0.39313712026039,0.00363825476454869
routine_culture_no_recorded_lmwh_shared,creatinine_missing,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_culture_no_recorded_lmwh_shared,rrt_documented_prior24h,0.153846153846154,0.0826645264847512,0.143269980754752,0.146545955615623,0.220686089623041,-0.0101565826540918
routine_culture_no_recorded_lmwh_shared,invasive_vent_documented_prior24h,0.538461538461538,0.565008025682183,0.544384419337911,0.54644816467218,-0.0531847191626098,-0.00413462297719256
routine_culture_no_recorded_lmwh_shared,pressors_documented_prior6h,0.353846153846154,0.364365971107544,0.360834479462901,0.365826723036213,-0.0218427491349171,-0.0103656100940517
routine_culture_no_recorded_lmwh_shared,platelet_change_filled,-12.4615384615385,-14.9378009630819,-12.3751487705716,-13.2430691876187,0.0988681831807971,0.0346529153211707
routine_culture_no_recorded_lmwh_shared,trend_missing,0.430769230769231,0.407704654895666,0.42904723821248,0.420341719828667,0.0465681716077325,0.0175767408971224
routine_culture_no_recorded_lmwh_shared,prior_recorded_marrow,0.276923076923077,0.114767255216693,0.26824021472286,0.260705766772945,0.415237214708115,0.0192936839896553
routine_culture_no_recorded_lmwh_shared,log1p_admission_days,1.34410496134054,1.14449183973502,1.32195500842113,1.32621007677956,0.201641864634251,-0.00429831421420691
routine_culture_no_recorded_lmwh_shared,respiratory72h,0.338461538461539,0.22752808988764,0.330545249862374,0.325572584104388,0.247058175368558,0.0110745473495964
routine_culture_no_recorded_lmwh_shared,log_inr,0.510278177793956,0.500408689807073,0.513028866752996,0.515504267133849,0.0279802186364685,-0.00701781530725031
routine_culture_no_recorded_lmwh_shared,inr_missing,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_culture_no_recorded_lmwh_shared,log1p_bilirubin,1.3462377300057,1.28066742650299,1.35629646330712,1.35313330204363,0.0791070051428014,0.00381618203623932
routine_culture_no_recorded_lmwh_shared,bilirubin_missing,0.169230769230769,0.278491171749599,0.169831861737461,0.183264542924483,-0.263525705944696,-0.0323983502800112
routine_culture_no_recorded_lmwh_shared,mapped_eraboundary_uncertain,0.184615384615385,0.076645264847512,0.176603435044919,0.173622068850998,0.322850393869812,0.00891482988114661
routine_culture_no_recorded_lmwh_shared,mapped_eramapped_late,0.476923076923077,0.614365971107544,0.486837023991755,0.496061553481069,-0.277568710330071,-0.0186291242551546
routine_culture_no_recorded_lmwh_shared,any_emar_available_before,0.476923076923077,0.554574638844302,0.485065813720966,0.491438096649512,-0.155227676837677,-0.0127383744856804
routine_culture_no_recorded_lmwh_shared,nonscreen_blood72h,0.738461538461539,0.697030497592295,0.741893491171841,0.736864832976688,0.0917954057400193,0.0111415911757747
routine_culture_no_recorded_lmwh_shared,nonscreen_urine72h,0.415384615384615,0.61115569823435,0.430773082633092,0.437676882905222,-0.397807473313898,-0.0140285444742
routine_culture_no_recorded_lmwh_shared,known_named_nonscreen7d,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_culture_no_recorded_lmwh_shared,known_enterococcus7d,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_culture_no_recorded_lmwh_shared,observed_creatinine_aki,0.338461538461539,0.241171749598716,0.333908192928226,0.336561354268491,0.21475015220221,-0.00585638851002459
routine_culture_no_recorded_lmwh_shared,ufh_active_available7d,0.184615384615385,0.307784911717496,0.187170983117307,0.201389856942679,-0.287914663726515,-0.0332372979934201
routine_culture_no_recorded_lmwh_shared,marrowdrug_available7d,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_culture_no_recorded_lmwh_shared,beta_lactam_available24h,0.553846153846154,0.4723113964687,0.555667771091933,0.547791619486127,0.163021441403583,0.0157476593883471
routine_bacterial_culture72h_plus_IV_beta24h_shared,icu_unitCardiac Vascular Intensive Care Unit (CVICU),Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_bacterial_culture72h_plus_IV_beta24h_shared,icu_unitMedical Intensive Care Unit (MICU),Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_bacterial_culture72h_plus_IV_beta24h_shared,icu_unitMedical/Surgical Intensive Care Unit (MICU/SICU),Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_bacterial_culture72h_plus_IV_beta24h_shared,icu_unitSurgical Intensive Care Unit (SICU),Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_bacterial_culture72h_plus_IV_beta24h_shared,icu_unitTrauma SICU (TSICU),Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_bacterial_culture72h_plus_IV_beta24h_shared,age,56.5277777777778,61.3671454219031,56.9476409109379,57.1118180146535,-0.328135400421762,-0.011132098990907
routine_bacterial_culture72h_plus_IV_beta24h_shared,genderM,0.555555555555556,0.596050269299821,0.563395316912605,0.563855978734325,-0.0814008143241549,-0.000926003518704031
routine_bacterial_culture72h_plus_IV_beta24h_shared,known_platelets,57.9722222222222,61.2989228007181,57.9669586555825,58.7890504716969,-0.12738433886673,-0.0314791247401144
routine_bacterial_culture72h_plus_IV_beta24h_shared,log_creatinine,0.688771826163721,0.388653258181145,0.674059252528684,0.653186837745023,0.392351270762867,0.0272869436879837
routine_bacterial_culture72h_plus_IV_beta24h_shared,creatinine_missing,0,0.0116696588868941,0,0.0113567653758741,-0.153602399913091,-0.149483925270796
routine_bacterial_culture72h_plus_IV_beta24h_shared,rrt_documented_prior24h,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_bacterial_culture72h_plus_IV_beta24h_shared,invasive_vent_documented_prior24h,0.583333333333333,0.543985637342908,0.585591332661307,0.582315278090945,0.0788304541048354,0.00656335429440785
routine_bacterial_culture72h_plus_IV_beta24h_shared,pressors_documented_prior6h,0.416666666666667,0.413824057450628,0.426148404333121,0.42806907154587,0.00572664796043099,-0.0038693271359646
routine_bacterial_culture72h_plus_IV_beta24h_shared,platelet_change_filled,-11.2222222222222,-7.96858168761221,-11.0392952374079,-11.247950910035,-0.154612868038371,0.00991530921568396
routine_bacterial_culture72h_plus_IV_beta24h_shared,trend_missing,0.361111111111111,0.454219030520646,0.363361652027835,0.356445916806963,-0.188990083979024,0.014037531806724
routine_bacterial_culture72h_plus_IV_beta24h_shared,prior_recorded_marrow,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_bacterial_culture72h_plus_IV_beta24h_shared,log1p_admission_days,1.41807369755177,1.08727224955945,1.37962095299414,1.37822002202551,0.328463606391929,0.00139103030248697
routine_bacterial_culture72h_plus_IV_beta24h_shared,respiratory72h,0.388888888888889,0.279174147217235,0.379615747617451,0.369694806153829,0.232370047223108,0.0210120317586726
routine_bacterial_culture72h_plus_IV_beta24h_shared,log_inr,0.546757136687331,0.530662775397874,0.542018701873656,0.54253766644546,0.0459716544897158,-0.00148236140337025
routine_bacterial_culture72h_plus_IV_beta24h_shared,inr_missing,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_bacterial_culture72h_plus_IV_beta24h_shared,log1p_bilirubin,1.51683773681835,1.32889620761463,1.50963722325087,1.49920870521038,0.216432773439327,0.0120094430003146
routine_bacterial_culture72h_plus_IV_beta24h_shared,bilirubin_missing,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_bacterial_culture72h_plus_IV_beta24h_shared,mapped_eraboundary_uncertain,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_bacterial_culture72h_plus_IV_beta24h_shared,mapped_eramapped_late,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_bacterial_culture72h_plus_IV_beta24h_shared,any_emar_available_before,0.444444444444444,0.514362657091562,0.46137614520563,0.482272846972635,-0.139282292548806,-0.0416277879342668
routine_bacterial_culture72h_plus_IV_beta24h_shared,nonscreen_blood72h,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_bacterial_culture72h_plus_IV_beta24h_shared,nonscreen_urine72h,0.472222222222222,0.605924596050269,0.484803899033707,0.494861235119261,-0.268658622489909,-0.0202089909199219
routine_bacterial_culture72h_plus_IV_beta24h_shared,known_named_nonscreen7d,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_bacterial_culture72h_plus_IV_beta24h_shared,known_enterococcus7d,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_bacterial_culture72h_plus_IV_beta24h_shared,observed_creatinine_aki,0.333333333333333,0.249551166965889,0.326196622311011,0.333055800256855,0.183701224341747,-0.0150394701075555
routine_bacterial_culture72h_plus_IV_beta24h_shared,ufh_active_available7d,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
routine_bacterial_culture72h_plus_IV_beta24h_shared,lmwh_available7d,0,0.00987432675044883,0,0.0120775427276505,-0.141165500070818,-0.172663149788714
routine_bacterial_culture72h_plus_IV_beta24h_shared,marrowdrug_available7d,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
respiratory_routine_culture72h_shared,icu_unitCardiac Vascular Intensive Care Unit (CVICU),Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
respiratory_routine_culture72h_shared,icu_unitMedical Intensive Care Unit (MICU),Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
respiratory_routine_culture72h_shared,icu_unitMedical/Surgical Intensive Care Unit (MICU/SICU),Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
respiratory_routine_culture72h_shared,icu_unitSurgical Intensive Care Unit (SICU),Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
respiratory_routine_culture72h_shared,icu_unitTrauma SICU (TSICU),Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
respiratory_routine_culture72h_shared,age,61.1363636363636,61.3282442748092,61.7820034448259,61.2644649618581,-0.0118338281230383,0.0319180794066304
respiratory_routine_culture72h_shared,genderM,0.545454545454545,0.643129770992367,0.557100070839603,0.578060066410672,-0.197395608274339,-0.0423588586808697
respiratory_routine_culture72h_shared,known_platelets,53.0454545454546,65.456106870229,52.5293283627116,55.6375567869815,-0.482329636348843,-0.120798701497302
respiratory_routine_culture72h_shared,log_creatinine,0.664572714397734,0.402065319677967,0.582866258430691,0.556573036262925,0.340124090547099,0.0340674527927526
respiratory_routine_culture72h_shared,creatinine_missing,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
respiratory_routine_culture72h_shared,rrt_documented_prior24h,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
respiratory_routine_culture72h_shared,invasive_vent_documented_prior24h,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
respiratory_routine_culture72h_shared,pressors_documented_prior6h,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
respiratory_routine_culture72h_shared,platelet_change_filled,-7.36363636363636,-6.85114503816794,-6.93271290769011,-7.93659732023463,-0.0289097690290464,0.0566293809402443
respiratory_routine_culture72h_shared,trend_missing,0.5,0.288167938931298,0.451458280440508,0.399515627558808,0.438178551179806,0.107444341849449
respiratory_routine_culture72h_shared,prior_recorded_marrow,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
respiratory_routine_culture72h_shared,log1p_admission_days,1.31716308590395,1.23295529768944,1.38912046157822,1.35014344288863,0.0920338291016637,0.0425994359076597
respiratory_routine_culture72h_shared,log_inr,0.451681728565894,0.480481661682371,0.443248090993476,0.462806887428831,-0.0896364479341465,-0.0608744829802859
respiratory_routine_culture72h_shared,inr_missing,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
respiratory_routine_culture72h_shared,log1p_bilirubin,1.01770596974546,1.25159418639061,1.02839245161247,1.10847624013292,-0.330633573014273,-0.113209590114609
respiratory_routine_culture72h_shared,bilirubin_missing,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
respiratory_routine_culture72h_shared,mapped_eraboundary_uncertain,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
respiratory_routine_culture72h_shared,mapped_eramapped_late,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
respiratory_routine_culture72h_shared,any_emar_available_before,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
respiratory_routine_culture72h_shared,nonscreen_blood72h,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
respiratory_routine_culture72h_shared,nonscreen_urine72h,0.454545454545455,0.603053435114504,0.471337044666019,0.496140577479725,-0.297141394719432,-0.0496280153160331
respiratory_routine_culture72h_shared,known_named_nonscreen7d,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
respiratory_routine_culture72h_shared,known_enterococcus7d,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
respiratory_routine_culture72h_shared,observed_creatinine_aki,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
respiratory_routine_culture72h_shared,ufh_active_available7d,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
respiratory_routine_culture72h_shared,lmwh_available7d,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
respiratory_routine_culture72h_shared,marrowdrug_available7d,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
respiratory_routine_culture72h_shared,beta_lactam_available24h,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
